,teks,tipe
1303,Banyak khasiat dalam pepaya \n Buah naga tak kalah manfaatnya \n Negara kaya akan budaya \n Itulah Republik Indonesia,
1304,Berjalan ke tepi sungai \n Melihat orang Malaysia \n Tanahku yang indah permai \n Tiada lain Indonesia,
1305,Berjalan-jalan ke tepi sungai \n Melihat ada orang Malaysia \n Negeriku sungguh indah dan permai \n Tiada lain negeri Indonesia,
1306,Berwisata ke negeri orang \n Beli piayama untuk sendiri \n Meskipun megah negeri orang \n Lebih nyaman di negeri sendiri,
1307,Burung terbang bersama awan \n Matanya indah bagai permata \n Negeri cantik rupa menawan \n Indonesia raya tanah tercinta,
1308,Rujak kedondong rasanya pedas \n Belinya dari kota Jakarta \n Indahnya pemandangan Gunung Tampomas \n Hendaklah kita mentafakurinya,
1309,Jalan-jalan ke puncak gunung \n Jangan lupa bawa kentongan \n Sungguh indah kicaunya burung \n Melihat mereka hatiku senang,
1310,Bersama teman beramai-ramai \n Di rumah teman main keningan \n Sungguh indah Gunung Ciremai \n Yang terletak di Kabupaten Kuningan,
1311,Buah manggis buah duku \n Belinya di tengah-tengah kota \n Alangkah indah Indonesiaku \n Laksana surga anugerah yang kuasa,
1312,Buah manggis buah duku \n Belinya di tengah-tengah kota \n Alangkah indah Indonesiaku \n Laksana surga di dunia,
1313,Bekerja keras siang dan malam \n Hanya untuk bisa bertahan \n Kalau ada indahnya alam \n Semua itu anugerah Tuhan,
1314,Mari menyanyi sambil menari \n Suara dua tinggi dan rendah \n Banyak negeri tetap lestari \n Negeri kita semakin indah,
1315,Ikan koko warnanya biru \n Ikan badut nyangkut di jaring \n Melihat gunung berwarna biru \n Sungguh senang hati yang riang,
1316,Ikan koko warnanya biru \n Ikan badut tersangkut di jaring \n Melihat gunung berwarna biru \n Sungguh senang hati yang riang,
1317,Elok berjalan di kota tua \n Kiri kanan berbatang sepat \n Elok berbini orang yang tua \n Perut kenyang ajaran dapat,
1318,Bulu yang inda bulunya domba \n Dihias indah pakai pita kuning \n Betapa indah Curug Si Domba \n Tempat wisata di Desa Peusing,
1319,Gunung Ciremai menjulang tinggi \n Jalan ke sana berbelok-belok \n Beramai-ramai ke Linggarjati \n Gedung bersejarah tempatnya elok,
1320,Makan siang bakso pedas \n Tiap orang beda selera \n Senin pagi siap bergegas \n Untuk ikut upacara bendera,
1321,Naik gunung melihat cemara \n Warnanya hijau tinggi pohonnya \n Pancasila ideologi negara \n Burung garuda itu lambangnya,
1322,Mati lampu pakai lentera \n Malam hari gelap rasanya \n Hidup damai sejahtera \n Pancasila pedomannya,
1323,Pemilu bukan untuk anak bongsor \n Demokrasi memang bikin ngeri \n Kampanye yang dibayar sponsor \n Calon menang harus balas budi,
1324,Roti tawar berkuah nangka \n Harum baunya rasa ingin coba \n Ketika demokrasi menjadi fatamorgana \n Hak hukum Allah hilang terlupa,
1325,Orang meninggal orang melayat \n Orang baik mendapat tamu \n Wahai engkau wakil rakyat \n Ingatlah engkau dengan janjimu,
1326,"Ibu-ibu beli terasi \n Banyak orang yang melarat \n Laksanakan aturan demokrasi \n Dari rakyat, oleh rakyat, untuk rakyat",
1327,"Ibu-ibu mengantri terasi \n Banyak orang yang melarat \n Laksanakan aturan demokrasi \n Dari rakyat, oleh rakyat, untuk rakyat",
1328,Sehabis makan bersendawa \n Jangan lupa menonton kartun \n Hai kakak-kakakku mahasiswa \n Berdemokrasilah dengan santun,
1329,"Kampung adat kampung aman \n Jalan-jalan sama bagus \n Para wakil rakyat yang budiman \n Harus jujur, adil dan tegas",
1330,"Kampung adat kampung yang aman \n Jalan aspal jalan yang bagus \n Para wakil rakyat yang budiman \n Harus jujur, adil dan tegas",
1331,Bencana melanda satu per satu \n Orang menghindar bencana terelakkan \n Cobaan membuat negeri bersatu \n Bersatu dalam takwa kepada Tuhan,
1332,Mari bergoyang bersama-sama \n Bergoyang membina raga selalu \n Mari berdoa bersama-sama \n Semoga bencana segera berlalu,
1333,Lahar merapi kuat menderu \n Debu yang panas ia muntahkan \n Di dalam kitab sejak dahulu \n Bencana itu bentuk hukuman,
1334,Awan panas terlontar hebat \n Ladang terbakar habislah padi \n Mari istigfar mari bertobat \n Sebelum yang besar lebih terjadi,
1335,Berturut-turut bencana terjadi \n Di tanah air tercinta Indonesia \n Coba kau sebut rencana di hati \n Adik-adik remaja Indonesia,
1336,Banjir bandang di Wasior Papua \n Tsunami Mentawai dan letusan Merapi \n Mari menyumbang di sektor apa saja \n Memberi sesuai kemampuan diri,
1337,Gajah berlari dengan gagahnya \n Bersama singa yang mendampingi \n Bila hutan telah binasa \n Tunggulah banjir akan terjadi,
1338,Dalam gulita tak ada lampu \n Tak bisa jalan di tanah rawa \n Di Mentawai tsunami menyapu \n Ratusan orang kehilangan nyawa,
1339,Dalam gulita tak ada lampu \n Tak bisa jalan gelap di mata \n Di Mentawai tsunami menyapu \n Ratusan orang kehilangan nyawa,
1340,Ikan laut banyak terdampar \n Semuanya ingin berenang di kolam \n Di Jakarta genangan air terhampar \n Mobil mewah macet terendam,
1341,Ikan mujair banyak terdampar \n Keluar hanyut di luar kolam \n Di Jakarta genangan terhampar \n Mobil mewah macet terendam,
1342,Lahar Merapi kuat menderu \n Debu yang panas ia muntahkan \n Di dalam kitab sejak dahulu \n Bencana itu menjadi hukuman,
1343,Pecah perang di Syiria \n Perompak masuk mengacau negeri \n Majulah terus sahabat setia \n Berjuang terus membela negeri,
1344,Pecah perang di Syiria \n Perompak masuk mengacau negeri \n Majulah Syiria mengamankan negara \n Berjuang terus membela negeri,
1345,Syiria dikepung pemberontak laknat \n Amerika ingin mengganti penguasa \n Presiden Bashar Assad didukung rakyat \n Syiria teman Iran yang kuat dan berkuasa,
1346,Iran syiah Syiria sunah yang beragama \n Budaya agama erat mengakar \n Syiria teman Iran yang setia \n Sunah dan Syiah tidak pernah bertengkar,
1347,Langit biru mega mendung \n Pelangi cerah memukau mata \n Kenanglah aku kawan \n Dalam setiap untaian mata,
1348,Langit biru mendung berawan \n Pelangi cerah memukau mata \n Kenanglah aku wahai kawan \n Dalam setiap untaian kata,
1349,Ada kertas dilipat-lipat \n Ada buku sedang terbuka \n Setialah pada sahabat \n dalam suka maupun duka,
1350,Kembang gula di perigi \n Untuk aku minum jamu \n Kemana pun kalian pergi \n Aku akan selalu rindu,
1351,Ke taman berjalan kaki \n Akan mencari kumis kucing \n Berteman yang hakiki \n Bukan untuk saling bergunjing,
1352,Ke Taman Endog berjalan kaki \n Akan mencari kumis kucing \n Berteman dengan cara yang hakiki \n Bukan untuk saling bergunjing,
1353,Burung pipit burung dara \n Berterbangan di pohon cempaka \n Banyak teman banyak saudara \n Banyak musuh banyak celaka,
1354,Jangan menulis di atas kaca \n Menulislah diatas batu \n Jangan lupakan teman lama \n Jika sudah punya teman baru,
1355,Ketika kita pergi ke pulau \n Jangan lupa berkunjung lagi \n Ketika keluh kesah hatimu \n Teman sejati tempatmu berbagi,
1356,Hati-hati masuk ke jurang \n Jurang dalam banyak ularnya \n 1000 teman terasa kurang \n Seorang musuh banyak rasanya,
1357,Makan rujak di Bali \n Makan lotek di Bekasi \n Tak pernah hati ini sakit \n Karena punya sahabat sejati,
1358,Buah naga buah semangka \n Dimakan tupai tinggalah cangkang \n Meski dalam suka dan duka \n Kawan sejati tak akan hilang,
1359,Beli buku warnanya merah \n Kena hujan bukunya basah \n Berusahalah jangan menyerah \n Hidup ini memanglah susah,
1360,Buah duku buah delima \n Buah salak satu ikat \n Suka duka berbagi bersama \n Denganmu wahai sahabat,
1361,Ke pasar membeli ikan mujair \n Pulangnya membeli soklin \n Pergilah kawan jangan khawatir \n Tuntutlah ilmu setinggi mungkin,
1362,Pergi bekerja bermandi peluh \n Minumlah air didalam cawan \n Janganlah engkau mencari musuh \n Lebih baik kita berkawan,
1363,Sultan Aceh raja minyak \n Jika tidur suka telungkup \n Satu musuh terlalu banyak \n Seribu teman tidaklah cukup,
1364,Bebaskanlah semua pikiran \n Pejamkan mata rebahkan badan \n Jangan bilang setia kawan \n Kalau egois masih diemban,
1365,Ke tanah abang hendak membeli tas \n Pulangnya lihat suling dan rebana \n Tingkatkan budaya solidaritas \n Agar sahabat tak pergi kemana,
1366,Buah mengkudu buah delima \n Rasanya pasti berbeda \n Kalau mengadu kepada teman \n Perasaan menjadi lega,
1367,Hujan turun semakin mereda \n Burung terbang di atas langit \n Teman sejati 'kan terus ada \n Di saat manis maupun pahit,
1368,Dengan apa donat dibuat \n kalau bukan dengan terigu \n Dengan siapa aku bersahabat \n kalau bukan dengan kamu,
1369,Budak-budak bermain air \n Simbak menumbah bersuka-suka \n Diri hendak berada hampir \n Berkongsi kisah suka dan duka,
1370,Jalan-jalan ke Maluku \n mampir ke apotek beli obat kutu \n Meski kau jauh dariku \n Tapi kau tetap sahabatku,
1371,Awan putih di langit biru \n Burung camar berlegar-legar \n Karena kasih kita bertemu \n Moga kekal terus bersinar,
1372,Musim dingin banyak salju \n Saljunya putih seperti busa \n Kalau ada sahabat baru \n Jangan lupa sahabat lama,
1373,Tinggi batang pohon jambu \n Tumbuh di sisi pohon mangga \n Engkau dan aku adalah satu \n Bersahabat dalam suka dan duka,
1374,Tinggi batang si pohon jambu \n Tumbuh di sisi pohon mangga \n Engkau dan aku adalah satu \n Bersahabat dalam suka dan duka,
1375,Ranah api teguh di tanjung \n Jadi panduan kapal di laut \n Dua hati kukuh disambung \n Persahabatan kuat memaut,
1376,Lima ekor anak ikan \n Jatuh seekor tinggal empat \n Salam kuhatur tanda ingatan \n Moga terhibur duhai sahabat,
1377,Empat perahu tersusun rapi \n Lama berlabuh tiada batuan \n Bila bertemu senang di hati \n Saat berjauhan rindu-rinduan,
1378,Jalan-jalan naik vespa \n Pergi berlibur ke air terjun \n Dengan sesama saling sapa \n Menuju hidup yang lebih rukun,
1379,Ke Monas naik delman \n Lihat ramai burung dara \n Baik-baiklah berteman \n Banyak teman banyak saudara,
1380,Pergi ke Monas naik delman \n Melihat ramai burung dara \n Baik-baiklah kita berteman \n Banyak teman banyak saudara,
1381,Perompak masuk ke negri Syiria \n Negeri Iran diancam juga \n Bila waktu damai di dunia? \n Negeri barat berperang saja,
1382,Kapankah waktu damai di dunia \n Tak henti-henti mengangkat senjata \n Fitnah terus merajalela \n Orang bodoh jadi korbannya,
1383,Pergi ke pasar membeli arang \n Banyak orang begitu ramai \n Begitu buruk istilah perang \n Tetaplah rukun ciptakan damai,
1384,Jalan-jalan ke kota Bandung \n Tidak lupa main di taman \n Janganlah kita berperang \n Kelak menyesal di akhir zaman,
1385,Pagi-pagi membuka pintu \n Banyak debu bertebaran \n Apalah baiknya peperangan itu \n Nyawa hilang darah bercucuran,
1386,Banyak pejuang di tanah rencong \n Melawan ketidakadilan \n Anak laki-laki jangan kaya bencong \n Beraninya hanya rebut tawuran,
1387,Meringis kala tak berusaha \n Kilat nampak di atas ombak \n Tangis duka anak tak berdosa \n Melihat ibu bapak mati tertembak,
1388,Di hutan banyak bambu \n Bambu ditebang dengan parang \n Anak menangis mencari ibu \n Ibu tewas karena korban perang,
1389,Hari minggu pergi ke kolam \n Jangan lupa memancing ikan \n Jika negeri ingin tentram \n Jauhilah peperangan,
1390,"Hari Minggu jalan ke HI \n Minum jus sambil makan ati \n Hey, kamu jangan berkelahi \n Mati satu penjara menanti",
1391,Ke Amerika beli celana \n Tidak lupa membawa pasir \n Suara tembakan dimana-mana \n Suara meriam negeri terdengar,
1392,Penuda pergi berkelana \n Bersembunyi di dalam gua \n Peperangan terjadi dimana-mana \n Tak kenal anak-anak dan orang tua,
1393,Bila rusuh di depan mata \n Undang marah di depan masa \n Perang dingin atau senjata \n Pasti rugi nusa dan bangsa,
1394,Kemarau ini membuat gerah \n Tak ada hujan hati gundah \n Kekerasan meminta darah \n Hidup damai lebihlah indah,
1395,Di tepi pantai banyak sampan \n Nelayan melaut dapat ikan sontang \n Jikalau ingin negeri aman \n Jangan pernah ada perang,
1396,Perang hanya membawa duka \n Hilang harta hilang nyawa \n Wahai kau para penguasa \n Sadarlah dan buka mata,
1397,Negeri Iran diserang India \n Sampai sekarang masih siaga \n Berdamailah wahai dunia \n Agar tentram nusa dan bangsa,
1398,Andai Iran diserang India \n Siang malam akan siaga \n Berdamailah wahai dunia \n Agar tentram nusa dan bangsa,
1399,Pergi ibu lihat kantata \n Sedang ayah pergi bekerja \n Untuk apa bermain senjata \n Hanya cipta kengerian saja,
1400,Ingin kupetik bunga setangkai \n Kupersembahkan untukmu seorang \n Janganlah semua saling bertikai \n Kalah jadi abu menang jadi arang,
1401,Indahnya wisata alam Kamboja \n Gelap malam dihiasi lentera \n Hidup damai rukun bersahaja \n Tanpa perang lebih sejahtera,
1402,Lihat pisang dimakan tupai \n Burung bangau memakan ikan \n Kalau perang sudah dimulai \n Masa depan pun terabaikan,
1403,Gajah berlari begitu kencang \n Dikejar pemburu di balik lembah \n Gagah berani perajurit perang \n Mengejar musuh tanpa lelah,
1404,Berenang menuju samudera \n Indah nan permai negeri tercinta \n Perang membuat rakyat sengsara \n Dengan damai rakyat sentosa,
1405,Ikan hiu dimakan raksasa \n Rumput hijau di tengah sabana \n Rusak sudah cita-cita bangsa \n Bila tawuran di mana-mana,
1406,Berakit ke kota Pangandaran \n bawa lumpur ke negeri Senegal \n Akibat ada pertempuran \n maka banyak yang meninggal,
1407,Berburu ke padang pasir \n Tidak lupa bawa senapan \n Orang lain disuruh minggir \n Anak sendiri yang jadi korban,
1408,Nabi Nuh \n Nabi Musa \n Janganlah saling membunuh \n Karena membunuh itu dosa,
1409,Di laut banyak rajungan \n Juga banyak terumbu karangnya \n Apa guna sebuah peperangan \n Rakyatlah yang jadi tumbalnya,
1410,Pergi ke pasar naik kereta \n Kereta tua zaman Belanda \n Perang itu tidak ada untungnya \n Hanya membawa korban jiwa,
1411,Kita tidak mencari suluh \n Suluh datang diberi api \n Kita tidak mencari musuh \n Musuh datang kita nanti,
1412,Kita tidak mencari suluh \n Suluh datang diberi api \n Kita tidak mencari musuh \n Musuh datang kita hadapi,
1413,Panggilan perang lantang kedengaran \n Keris 'ku tusuk pedang 'ku kibaskan \n Kalaulah memang sudah suratan \n Rela 'ku mati dalam perjuangan,
1414,Panggilan perang lantang terdengar \n Keris 'ku tusuk pedang 'ku kibaskan \n Kalaulah memang sudah takdir \n Rela 'ku mati dalam perjuangan,
1415,Pohon karet mengandung getah \n Pisau tumpul harus diasah \n Peperangan merusak tumpah darah \n Masyarakat sekitar menjadi resah,
1416,Jalan-jalan lewat kuburan \n Dekat jembatan ada tukang bakso \n Para siswa suka tawuran \n Akibatnya nanggung resiko,
1417,Jalan-jalan lewat kuburan \n Dekat jembatan dan tukang bakso \n Para siswa suka tawuran \n Akibatnya menanggung resiko,
1418,Pergi ke laut mencari karang \n Dapat udang dan ikan teri \n Carut-marut akibat perang \n Gedung hancur manusia pun mati,
1419,Si Ucuk bermain parang \n Jauh ladang dekat ke pantai \n Untuk apa kita berperang \n Lebih baik kita berdamai,
1420,Burung nuri hinggap di tanah \n Melihat pohon buah manggis \n Peluru bertebaran meminta darah \n Bumi dan alam ikut menangis,
1421,Pulang sekolah menuju kamar \n Ada peti berselimut kafan \n Janganlah kita terus bertengkar \n Hendaknya kita bermaafan,
1422,Bunga layu tak berkembang \n Sampai mati tak dirawat \n Bunga gugur di medan perang \n Berkah untuknya sampai akhirat,
1423,Ke kantin makan bala-bala \n Tidak lupa beli minuman \n Jangan pernah suka mencela \n Kalau ingin banyak teman,
1424,Ke sawah main layang-layang \n Sawahnya dipesisi desa \n Jangan pernah ingin berperang \n Kasian nyawa yang tak berdosa,
1425,Malam-malam minum bajigur \n Yang jualnya pake kaca mata \n Di medan perang pahlawan gugur \n Memperjuangkan negeri tercinta,
1426,Malam-malam pergi ke dukun \n Pulangnya beli terasi \n Jika ingin hidup rukun \n Budayakan bertoleransi,
1427,Bikin rujak dicampur mangga \n Makannya sambil nonton bola \n Hidup rukun bertetangga \n Hindari hidup saling mencela,
1428,Makan siang beli siomay \n Sorenya beli bakmie \n Kalau ingin cinta damai \n Tegakkan silaturahmi,
1429,Burung elang terbang berbaris \n Mengintip bangkai di hutan jati \n Densus kembali grebek teroris \n Semua pelaku ditembak mati,
1430,Burung gagak dan burung merpati \n Mencari mangsa di dalam hutan \n Semua pelaku ditembak mati \n Kekerasan dilawan dengan kekerasan,
1431,Simpan sampah dalam bungkusan \n Sampah dibuang ke dalam sungai \n kekerasan dilawan dengan kekerasan \n Nilai manusia tidak ternilai,
1432,Biru langit awan merah \n Mendung terhalang tangis \n Duka haru karna darah \n Melihat negeri yang tragis,
1433,Mega sore awan merah \n Mendung terhalang gerimis \n Duka haru karena darah \n Melihat negeri yang tragis,
1434,Apa daya tak berdaya \n Dengan apa yang terjadi \n Kuat keras adidaya \n Dan tak bisa tertandingi,
1435,Muka tebal tampang bengis \n Raup negeri sampai habis \n Wahai kau para zionis \n Bersiaplah untuk menangis,
1436,Aganistan sedang berduka \n Tangis di Irak tak kurang mengguyur \n Budaya hancur negeri merana \n Karena Amerika tak kendur menggempur,
1437,Ada ikan namanya tenggiri \n Ikan dibawa ke Muara Kaman \n Melestarikan budaya negeri \n Bukan hanya tugas seniman,
1438,"Ada ikan, ikan tenggiri \n Ikan di bawa ke Muara Kaman \n Melestarikan budaya negeri \n Bukan hanya tugas seniman",
1439,Pohon kurma sebesar paha \n Pohon kemiri tidak berduri \n Mari bersama kita berusaha \n Membangun seni negeri sendiri,
1440,Terbang rendah burung peragam \n Dari huma terbang ke hutan \n Budaya daerah beraneka ragam \n Mari bersama kita lestarikan,
1441,Mari menyanyi sambil menari \n Suara dua tinggi dan rendah \n Budaya negeri tetap lestari \n Negeri kita semakin indah,
1442,Hindari perang pemberontak menyerang \n Ke luar negeri pengungsi melawat \n Hidup sopan dan kasih sayang \n Badan segar pikiran sehat,
1443,Buah campedak di luar pagar \n Ambilkan galah tolong jorokkan \n Saya budak baru belajar \n Kalau salah tolong tunjukkan,
1444,Hari malam gelap gulita \n Pasang lilin jalan ke taman \n Sopan santun budaya kita \n Jadi kebanggaan zaman ke zaman,
1445,Jalan-jalan ke surabaya \n Pulangnya beli hadiah \n Jika ingin cepat kaya \n Tidak susah tinggal sedekah,
1446,Hari malam gelap-gelita \n Pasang lilin jalan ke taman \n Sopan santun budaya kita \n Jadi kebanggaan zaman berzaman,
1447,Apa guna berkain batik \n Kalau tidak dengan sucinya? \n Apa guna beristeri cantik \n Kalau tidak dengan budinya,
1448,Buah cempedak di luar pagar \n Ambil galah tolong jolokkan \n Saya budak baru belajar \n Kalau salah tolong tunjukkan,
